specialty,task_type,task_size,difficulty,user_level,actual_minutes
Artificial Intelligence,Math/Algorithm Review,14,1,2,98
Computer Networks,Security Auditing,2,2,2,22
Computer Networks,Security Auditing,24,2,2,316
Computer Networks,Configuring Routers,1,2,2,12
Artificial Intelligence,Model Training,19,2,2,295
Software Engineering,System Design,16,2,1,279
Artificial Intelligence,Data Preprocessing,7,1,2,63
Computer Networks,Network Troubleshooting,17,3,2,423
Computer Networks,Lab Simulation,3,2,2,45
Artificial Intelligence,Reading Research Papers,16,1,2,182
Software Engineering,Writing Code,19,1,1,260
Computer Networks,Lab Simulation,19,3,2,390
Artificial Intelligence,Data Preprocessing,8,1,1,107
Artificial Intelligence,Reading Research Papers,15,2,3,155
Software Engineering,Debugging,2,2,3,18
Software Engineering,Reading Documentation,10,2,1,163
Computer Networks,Security Auditing,20,1,1,209
Computer Networks,Reading Protocols,2,2,2,29
Software Engineering,Code Review,8,2,2,141
Software Engineering,Debugging,20,1,2,232
Computer Networks,Security Auditing,9,2,1,200
Artificial Intelligence,Data Preprocessing,16,2,2,257
Software Engineering,System Design,22,2,1,464
Software Engineering,System Design,11,1,1,123
Computer Networks,Network Troubleshooting,12,2,2,152
Software Engineering,Debugging,2,1,2,20
Software Engineering,Writing Code,15,2,2,214
Software Engineering,Writing Code,13,3,2,318
Computer Networks,Network Troubleshooting,7,2,3,56
Computer Networks,Security Auditing,5,2,1,97
Artificial Intelligence,Writing Code,21,3,3,246
Artificial Intelligence,Model Training,16,2,3,153
Software Engineering,System Design,6,1,2,63
Software Engineering,System Design,6,1,3,47
Software Engineering,Debugging,3,3,1,79
Computer Networks,Lab Simulation,13,1,1,206
Computer Networks,Security Auditing,16,2,1,293
Computer Networks,Network Troubleshooting,17,2,1,362
Computer Networks,Reading Protocols,16,2,2,268
Computer Networks,Configuring Routers,4,3,2,109
Computer Networks,Configuring Routers,20,2,3,186
Computer Networks,Network Troubleshooting,23,2,2,206
Artificial Intelligence,Reading Research Papers,22,3,2,378
Software Engineering,Reading Documentation,11,3,1,342
Computer Networks,Configuring Routers,9,1,2,94
Software Engineering,Code Review,1,1,2,12
Software Engineering,Debugging,20,2,1,371
Computer Networks,Reading Protocols,15,3,3,228
Artificial Intelligence,Writing Code,13,2,3,142
Artificial Intelligence,Reading Research Papers,22,2,2,294
Software Engineering,Debugging,17,2,3,167
Artificial Intelligence,Math/Algorithm Review,7,2,3,59
Computer Networks,Configuring Routers,3,1,1,49
Software Engineering,Writing Code,8,3,2,163
Software Engineering,Code Review,17,2,3,149
Software Engineering,Reading Documentation,14,2,1,254
Artificial Intelligence,Model Training,20,2,2,257
Software Engineering,Writing Code,8,1,1,100
Software Engineering,Code Review,10,1,1,124
Software Engineering,System Design,4,1,3,25
Computer Networks,Network Troubleshooting,23,2,2,285
Artificial Intelligence,Writing Code,6,2,1,123
Software Engineering,Debugging,23,1,2,217
Software Engineering,System Design,16,2,3,135
Computer Networks,Lab Simulation,17,2,3,186
Artificial Intelligence,Math/Algorithm Review,21,2,2,151
Computer Networks,Security Auditing,7,1,2,52
Computer Networks,Security Auditing,8,1,3,55
Software Engineering,Code Review,14,2,1,229
Computer Networks,Configuring Routers,13,2,1,211
Artificial Intelligence,Math/Algorithm Review,3,1,3,21
Artificial Intelligence,Writing Code,6,3,2,122
Computer Networks,Network Troubleshooting,3,3,1,77
Computer Networks,Lab Simulation,5,1,2,43
Artificial Intelligence,Reading Research Papers,7,2,2,90
Software Engineering,Debugging,18,1,1,214
Software Engineering,System Design,17,1,1,198
Computer Networks,Lab Simulation,23,1,1,322
Computer Networks,Lab Simulation,17,2,2,237
Computer Networks,Network Troubleshooting,22,2,2,372
Software Engineering,Reading Documentation,21,2,1,400
Software Engineering,Reading Documentation,20,2,2,269
Artificial Intelligence,Data Preprocessing,20,3,3,316
Computer Networks,Reading Protocols,2,1,1,33
Software Engineering,Writing Code,8,1,1,104
Software Engineering,Reading Documentation,8,1,1,138
Software Engineering,Debugging,21,2,3,239
Artificial Intelligence,Model Training,6,1,3,49
Computer Networks,Reading Protocols,11,1,1,150
Artificial Intelligence,Math/Algorithm Review,7,1,2,55
Artificial Intelligence,Writing Code,19,2,1,448
Software Engineering,Reading Documentation,4,3,1,138
Computer Networks,Security Auditing,14,2,1,326
Artificial Intelligence,Math/Algorithm Review,1,1,3,7
Artificial Intelligence,Reading Research Papers,6,1,1,80
Computer Networks,Lab Simulation,2,1,1,21
Computer Networks,Reading Protocols,24,3,2,584
Software Engineering,Reading Documentation,12,3,1,402
Artificial Intelligence,Reading Research Papers,12,3,1,387
Computer Networks,Configuring Routers,22,1,1,258
Software Engineering,Code Review,22,1,2,151
Artificial Intelligence,Writing Code,15,3,1,506
Software Engineering,Debugging,5,2,1,121
Computer Networks,Security Auditing,18,1,3,155
Artificial Intelligence,Model Training,20,1,3,138
Software Engineering,System Design,13,1,1,179
Software Engineering,Writing Code,16,2,2,201
Computer Networks,Reading Protocols,12,1,1,119
Software Engineering,System Design,22,2,2,344
Computer Networks,Network Troubleshooting,21,1,1,218
Software Engineering,Writing Code,1,1,2,9
Artificial Intelligence,Writing Code,15,3,2,261
Computer Networks,Configuring Routers,17,2,1,270
Artificial Intelligence,Data Preprocessing,16,2,3,147
Software Engineering,System Design,13,2,1,210
Computer Networks,Security Auditing,6,2,1,154
Computer Networks,Lab Simulation,20,1,2,150
Artificial Intelligence,Model Training,4,2,2,56
Computer Networks,Reading Protocols,11,1,2,94
Computer Networks,Reading Protocols,20,2,2,305
Software Engineering,System Design,17,3,3,273
Computer Networks,Security Auditing,13,2,2,161
Artificial Intelligence,Reading Research Papers,8,1,3,48
Artificial Intelligence,Reading Research Papers,13,1,2,114
Computer Networks,Reading Protocols,9,2,3,94
Computer Networks,Security Auditing,19,2,1,354
Artificial Intelligence,Model Training,18,2,2,248
Artificial Intelligence,Math/Algorithm Review,13,2,1,272
Artificial Intelligence,Model Training,18,1,2,163
Software Engineering,System Design,10,2,1,198
Software Engineering,Reading Documentation,5,3,3,80
Computer Networks,Configuring Routers,20,2,2,352
Software Engineering,Code Review,12,2,2,166
Software Engineering,Reading Documentation,9,1,1,117
Computer Networks,Configuring Routers,2,1,2,21
Software Engineering,Debugging,14,2,2,234
Software Engineering,Reading Documentation,20,2,1,368
Computer Networks,Reading Protocols,21,3,3,299
Artificial Intelligence,Reading Research Papers,10,3,1,279
Software Engineering,Reading Documentation,18,3,2,324
Artificial Intelligence,Reading Research Papers,13,2,1,230
Artificial Intelligence,Math/Algorithm Review,15,1,3,113
Software Engineering,Reading Documentation,17,1,1,155
Software Engineering,System Design,16,1,1,168
Computer Networks,Network Troubleshooting,7,1,2,75
Software Engineering,System Design,3,2,2,33
Software Engineering,System Design,23,1,1,321
Artificial Intelligence,Reading Research Papers,2,2,2,35
Software Engineering,Reading Documentation,22,1,3,128
Computer Networks,Security Auditing,9,1,2,96
Software Engineering,Code Review,9,2,1,150
Software Engineering,Code Review,23,2,1,380
Artificial Intelligence,Writing Code,10,2,2,163
Computer Networks,Network Troubleshooting,3,2,3,28
Artificial Intelligence,Math/Algorithm Review,20,2,2,209
Software Engineering,System Design,11,1,1,152
Computer Networks,Network Troubleshooting,12,1,3,70
Software Engineering,Code Review,21,2,1,480
Computer Networks,Network Troubleshooting,17,3,2,392
Artificial Intelligence,Reading Research Papers,22,2,1,394
Artificial Intelligence,Data Preprocessing,13,2,2,207
Computer Networks,Lab Simulation,22,1,2,184
Artificial Intelligence,Data Preprocessing,2,2,1,47
Artificial Intelligence,Data Preprocessing,10,1,1,135
Software Engineering,Reading Documentation,4,1,1,51
Computer Networks,Configuring Routers,14,2,3,116
Computer Networks,Lab Simulation,10,2,3,105
Artificial Intelligence,Model Training,12,1,3,61
Software Engineering,Code Review,20,3,1,684
Software Engineering,Reading Documentation,16,1,2,181
Computer Networks,Security Auditing,16,3,3,304
Software Engineering,Code Review,17,3,3,227
Computer Networks,Reading Protocols,14,1,1,196
Computer Networks,Reading Protocols,17,2,1,349
Computer Networks,Configuring Routers,22,2,3,252
Computer Networks,Configuring Routers,8,1,1,107
Software Engineering,Debugging,16,3,2,359
Software Engineering,Debugging,21,2,2,357
Software Engineering,Reading Documentation,1,2,1,23
Computer Networks,Security Auditing,12,2,1,230
Computer Networks,Reading Protocols,13,2,2,224
Software Engineering,Code Review,20,2,2,256
Artificial Intelligence,Model Training,16,1,1,191
Software Engineering,Code Review,9,1,1,124
Computer Networks,Reading Protocols,10,3,1,261
Computer Networks,Reading Protocols,6,1,1,90
Computer Networks,Security Auditing,22,3,1,689
Computer Networks,Lab Simulation,4,1,2,26
Software Engineering,System Design,14,2,3,158
Software Engineering,Writing Code,22,2,3,242
Computer Networks,Network Troubleshooting,11,2,2,162
Software Engineering,Debugging,11,3,1,323
Artificial Intelligence,Math/Algorithm Review,17,1,1,211
Software Engineering,System Design,15,2,3,132
Artificial Intelligence,Data Preprocessing,10,2,1,268
Software Engineering,Writing Code,10,2,2,105
Software Engineering,Writing Code,12,2,1,296
Software Engineering,Code Review,11,2,1,217
Software Engineering,Reading Documentation,8,2,3,75
Artificial Intelligence,Reading Research Papers,11,2,3,84
Computer Networks,Reading Protocols,4,2,2,50
Artificial Intelligence,Model Training,16,2,3,160
Artificial Intelligence,Reading Research Papers,18,2,1,317
Software Engineering,Writing Code,23,2,1,551
Computer Networks,Lab Simulation,18,2,3,193
Software Engineering,Debugging,1,1,2,7
Artificial Intelligence,Writing Code,12,3,1,425
Artificial Intelligence,Writing Code,15,2,1,294
Artificial Intelligence,Writing Code,1,3,1,24
Computer Networks,Security Auditing,18,1,2,171
Computer Networks,Configuring Routers,21,2,3,234
Artificial Intelligence,Reading Research Papers,19,2,2,331
Computer Networks,Network Troubleshooting,7,2,2,109
Computer Networks,Reading Protocols,19,2,1,287
Artificial Intelligence,Writing Code,19,3,1,696
Artificial Intelligence,Reading Research Papers,15,2,1,308
Software Engineering,Reading Documentation,16,1,1,191
Software Engineering,Writing Code,7,1,1,96
Software Engineering,Code Review,1,2,2,11
Software Engineering,Writing Code,18,1,1,243
Software Engineering,Code Review,23,3,2,417
Computer Networks,Configuring Routers,18,3,1,623
Computer Networks,Configuring Routers,19,2,2,224
Software Engineering,Code Review,1,1,3,7
Computer Networks,Lab Simulation,13,1,1,176
Artificial Intelligence,Model Training,2,2,1,47
Software Engineering,Debugging,15,2,2,194
Computer Networks,Lab Simulation,14,3,2,407
Computer Networks,Reading Protocols,18,3,1,529
Computer Networks,Configuring Routers,19,2,1,400
Artificial Intelligence,Writing Code,23,2,1,518
Computer Networks,Security Auditing,13,1,1,159
Computer Networks,Reading Protocols,11,2,1,182
Computer Networks,Network Troubleshooting,23,1,2,200
Artificial Intelligence,Math/Algorithm Review,15,1,1,171
Artificial Intelligence,Reading Research Papers,6,2,2,69
Software Engineering,System Design,17,1,1,215
Software Engineering,Code Review,17,2,1,301
Computer Networks,Configuring Routers,6,1,1,59
Artificial Intelligence,Math/Algorithm Review,23,2,1,401
Computer Networks,Configuring Routers,4,1,2,36
Artificial Intelligence,Math/Algorithm Review,2,3,2,41
Artificial Intelligence,Math/Algorithm Review,9,2,1,217
Artificial Intelligence,Reading Research Papers,8,1,1,141
Artificial Intelligence,Data Preprocessing,16,1,2,184
Artificial Intelligence,Data Preprocessing,20,2,1,477
Computer Networks,Configuring Routers,13,2,3,98
Computer Networks,Reading Protocols,20,2,2,295
Software Engineering,System Design,4,3,2,88
Computer Networks,Configuring Routers,8,2,1,117
Software Engineering,Code Review,7,2,2,84
Computer Networks,Lab Simulation,23,2,1,432
Computer Networks,Configuring Routers,13,2,2,161
Computer Networks,Security Auditing,10,2,1,190
Software Engineering,Reading Documentation,22,2,1,413
Computer Networks,Configuring Routers,4,2,1,73
Computer Networks,Security Auditing,7,1,2,71
Computer Networks,Reading Protocols,8,1,2,110
Software Engineering,System Design,7,3,2,130
Software Engineering,Debugging,23,3,1,711
Computer Networks,Network Troubleshooting,19,2,1,359
Computer Networks,Lab Simulation,14,2,1,235
Computer Networks,Reading Protocols,20,1,2,213
Computer Networks,Configuring Routers,13,2,2,155
Computer Networks,Reading Protocols,22,2,3,249
Software Engineering,Reading Documentation,16,3,1,508
Software Engineering,Writing Code,18,2,2,246
Computer Networks,Configuring Routers,3,2,3,26
Software Engineering,System Design,17,2,1,219
Artificial Intelligence,Model Training,22,3,1,672
Computer Networks,Reading Protocols,15,3,1,466
Software Engineering,Code Review,17,1,1,234
Software Engineering,Debugging,18,2,3,135
Computer Networks,Lab Simulation,6,1,1,48
Software Engineering,System Design,20,2,2,227
Computer Networks,Lab Simulation,16,3,2,323
Computer Networks,Network Troubleshooting,4,2,1,72
Artificial Intelligence,Data Preprocessing,7,3,1,186
Artificial Intelligence,Data Preprocessing,2,1,3,18
Artificial Intelligence,Model Training,23,2,2,349
Computer Networks,Configuring Routers,1,1,2,10
Artificial Intelligence,Math/Algorithm Review,11,2,2,176
Artificial Intelligence,Model Training,23,2,1,406
Software Engineering,System Design,24,3,1,933
Artificial Intelligence,Data Preprocessing,15,2,2,196
Artificial Intelligence,Model Training,2,2,3,21
Artificial Intelligence,Model Training,1,3,1,30
Artificial Intelligence,Math/Algorithm Review,21,2,3,221
Computer Networks,Security Auditing,24,1,3,158
Artificial Intelligence,Data Preprocessing,17,1,1,236
Computer Networks,Security Auditing,3,2,2,34
Computer Networks,Security Auditing,19,2,1,322
Artificial Intelligence,Data Preprocessing,15,2,1,254
Computer Networks,Reading Protocols,12,1,2,144
Computer Networks,Lab Simulation,22,1,2,205
Software Engineering,Code Review,10,2,1,204
Artificial Intelligence,Writing Code,4,2,2,79
Computer Networks,Network Troubleshooting,10,1,2,102
Software Engineering,Code Review,1,1,2,11
Artificial Intelligence,Math/Algorithm Review,18,1,1,274
Computer Networks,Reading Protocols,5,1,2,55
Software Engineering,System Design,3,2,1,71
Computer Networks,Configuring Routers,1,2,2,15
Artificial Intelligence,Model Training,7,3,2,115
Software Engineering,Debugging,19,1,1,267
Software Engineering,Reading Documentation,17,1,2,106
Artificial Intelligence,Writing Code,15,1,2,132
Computer Networks,Network Troubleshooting,1,3,2,19
Software Engineering,System Design,24,1,1,311
Software Engineering,System Design,2,2,1,37
Software Engineering,System Design,18,3,1,631
Computer Networks,Lab Simulation,21,2,1,364
Software Engineering,Debugging,17,2,2,284
Computer Networks,Security Auditing,18,2,2,234
Software Engineering,Reading Documentation,15,1,3,102
Artificial Intelligence,Reading Research Papers,14,3,2,202
Artificial Intelligence,Math/Algorithm Review,17,1,2,159
Computer Networks,Reading Protocols,11,2,3,83
Software Engineering,Writing Code,17,1,1,264
Artificial Intelligence,Writing Code,7,2,2,109
Computer Networks,Network Troubleshooting,14,1,2,119
Software Engineering,Code Review,3,3,2,63
Artificial Intelligence,Data Preprocessing,12,3,2,280
Artificial Intelligence,Model Training,12,1,1,184
Artificial Intelligence,Reading Research Papers,20,2,2,307
Artificial Intelligence,Reading Research Papers,14,2,1,258
Artificial Intelligence,Model Training,12,3,2,266
Software Engineering,Reading Documentation,8,2,3,90
Computer Networks,Lab Simulation,16,2,2,217
